State Name,District Name,Total Literacy Rate (%),Total Literacy Rate Urban (%),Total Literacy Rate Rural (%),Total Literacy Rate Male (%),Total Literacy Rate Male Urban (%),Total Literacy Rate Male Rural (%),Total Literacy Rate Female (%),Total Literacy Rate Urban Female (%),Total Literacy Rate Rural Female (%),Education (%),Medical (%),Post Office (%),Telephone (%),Transport Communications (%),Banks (%),Agricultural  Credit Societies (%),Approach by Pucca Road (%),Total Workers (%),Total Male Workers (%),Total Female Workers (%),Total Slum Population,Slum Population (%),Rural Population (%),Urban Population (%),Total good condition households (%),Total livable condition households (%),Total dilapidated condition households (%),Rural good condition households (%),Rural livable condition households (%),Rural dilapidated condition households (%),Urban good condition households (%),Urban livable condition households (%),Urban dilapidated condition households (%),Total Material of house roof is concrete (%),Rural Material of house roof is concrete (%),Urban Material of house roof is concrete (%),Total tapwater from treated source (%),Rural tapwater from treated source (%),Urban tapwater from treated source (%),Total Location of drinking water resource (%),Rural Location of drinking water resource (%),Urban Location of drinking water resource (%),Total Electricity as Lightning Source (%),Rural Electricity as Lightning Source (%),Urban Electricity as Lightning Source (%),Total Latrine facility within premises (%),Rural Latrine facility within premises (%),Urban Latrine facility within premises (%),Total Bathroom with roof within premises (%),Rural Bathroom with roof within premises (%),Urban Bathroom with roof within premises (%),Total Bathroom without roof within premises (%),Rural Bathroom without roof within premises (%),Urban Bathroom without roof within premises (%),Total waste water outlet connect to closed drainage (%),Rural waste water outlet connect to closed drainage (%),Urban waste water outlet connect to closed drainage (%),Total waste water outlet connect to open drainage (%),Rural waste water outlet connect to open drainage (%),Urban waste water outlet connect to open drainage (%),Total Fuel Used LPG+Biogas (%),Rural Fuel Used LPG+Biogas (%),Urban Fuel Used LPG+Biogas (%),Total cooking inside house (%),Rural cooking inside house (%),Urban cooking inside house (%),Total cooking outside house (%),Rural cooking outside house (%),Urban cooking outside house (%),Total no cooking (%),Rural no cooking (%),Urban no cooking (%),Total households availing banking services (%),Rural households availing banking services (%),Urban households availing banking services (%),Total households with no assets (%),Rural households with no assets (%),Urban households with no assets (%)
Gujarat,Bhavnagar,L,L,L,L,L,L,M,L,M,L,M,M,L,L,S,L,L,M,M,S,L,S,M,M,L,S,S,M,S,S,L,S,S,M,S,M,M,S,L,M,M,L,L,L,L,M,S,L,M,M,L,S,S,S,M,S,L,S,S,S,S,S,M,L,M,L,S,M,S,S,S,S,M,M,M,S,S,S
Gujarat,Dohad,M,L,M,L,L,L,M,L,M,L,M,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,M,M,S
Gujarat,Gandhinagar,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,M,L,M,M,S,L,S,M,M,L,S,S,M,M,S,L,S,S,M,M,L,M,M,L,L,L,L,L,L,L,M,M,L,M,M,L,S,S,S,M,S,L,S,S,S,M,S,L,L,M,L,S,M,S,S,S,S,M,M,L,S,S,S
Gujarat,Jamnagar,L,L,L,L,L,L,M,L,M,L,M,M,L,L,S,M,L,M,M,S,L,S,M,M,L,S,S,L,S,S,L,S,S,M,M,M,M,S,M,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,S,S,S,M,M,S,M,L,M,L,S,M,S,S,S,S,M,M,L,S,S,S
Gujarat,Junagadh,L,L,L,L,L,L,L,L,M,L,M,M,L,L,S,M,L,M,M,S,L,S,L,S,L,S,S,M,S,S,L,S,S,M,M,L,S,S,S,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,L,M,S,S,S
Gujarat,Kachchh,L,L,M,L,L,L,M,L,M,L,M,M,L,L,S,S,L,M,M,S,L,S,M,M,L,S,S,L,S,S,L,S,S,M,S,M,M,S,M,L,M,L,L,L,L,M,M,L,M,M,L,S,S,S,M,S,L,S,S,S,S,S,M,L,M,L,S,M,S,S,S,S,M,M,L,S,S,S
Gujarat,Kheda,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,M,M,L,L,L,L,M,S,L,M,S,L,S,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Gujarat,Mahesana,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,M,L,M,M,S,L,S,L,S,L,S,S,M,S,S,L,S,S,M,M,M,M,M,M,L,L,L,L,L,L,M,M,L,M,M,L,S,S,S,M,S,M,S,S,S,M,M,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Gujarat,Narmada,L,L,L,L,L,L,M,L,M,L,S,S,L,L,S,S,L,M,M,M,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,M,S,L,L,L,L,S,S,L,S,S,L,M,M,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,M,M,S
Gujarat,Navsari,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,M,L,M,M,S,L,S,L,S,L,S,S,M,M,S,L,S,S,S,S,M,S,S,M,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,L,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Gujarat,Panch Mahals,L,L,L,L,L,L,M,L,M,L,M,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,L,S,S,M,S,S,L,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Gujarat,Patan,L,L,L,L,L,L,M,L,M,L,M,M,L,L,S,M,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,L,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Gujarat,Porbandar,L,L,L,L,L,L,L,L,M,L,M,M,L,L,S,M,L,M,M,S,L,S,M,M,L,S,S,L,S,S,L,S,S,M,S,M,M,S,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,S,S,S,M,M,S,M,L,M,L,S,M,S,S,S,S,L,L,L,S,S,S
Gujarat,Rajkot,L,L,L,L,L,L,L,L,M,L,M,M,L,L,S,M,L,M,M,S,L,S,M,M,L,S,S,L,S,S,L,S,S,M,M,L,M,S,L,L,L,L,L,L,L,L,M,L,L,M,L,S,S,S,M,S,M,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Gujarat,Sabar Kantha,L,L,L,L,L,L,M,L,M,L,M,M,L,L,S,M,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,M,S,M,S,S,M,M,M,L,L,L,L,M,S,L,M,S,L,S,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,M,S
Gujarat,Surat,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,S,L,M,M,S,L,S,S,L,L,S,S,L,S,S,L,S,S,M,S,L,M,S,L,L,M,L,L,L,L,L,M,L,L,M,L,S,S,S,L,S,L,S,S,S,M,M,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Gujarat,Surendranagar,L,L,L,L,L,L,M,L,M,L,M,M,L,L,S,M,L,M,M,S,L,S,L,S,M,S,S,M,M,S,L,S,S,M,S,M,M,S,L,M,M,L,L,L,L,M,S,L,M,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Gujarat,Tapi,L,L,M,L,L,L,M,L,M,L,M,M,L,L,S,S,L,M,M,M,L,M,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,L,S,S,L,L,L,L,S,S,L,S,S,L,M,M,S,S,S,M,S,S,S,S,S,L,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Gujarat,The Dangs,L,L,L,L,L,L,L,L,M,L,S,S,L,L,S,S,L,M,M,M,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,M,S,S,S,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Gujarat,Vadodara,L,L,L,L,L,L,L,L,M,L,M,M,L,L,S,S,L,M,M,S,L,S,M,M,M,S,S,M,M,S,L,S,S,M,S,L,M,S,L,M,M,L,L,L,L,M,S,L,M,S,L,S,S,S,M,S,L,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Gujarat,Valsad,L,L,L,L,L,L,L,L,M,L,L,M,L,L,S,S,L,M,M,S,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,M,S,M,L,L,L,M,S,L,M,S,L,S,S,S,S,S,M,S,S,S,M,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Haryana,Ambala,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,S,M,S,L,S,M,M,M,M,S,M,M,S,L,S,S,M,M,L,L,L,L,L,L,L,L,L,L,L,M,L,L,M,L,S,S,S,S,S,S,L,L,L,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Bhiwani,L,L,L,L,L,L,M,L,M,L,L,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,M,M,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,L,L,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Haryana,Faridabad,L,L,L,L,L,L,L,L,M,L,M,S,L,L,S,S,L,S,M,S,L,S,S,L,M,M,S,M,M,S,M,M,S,M,S,M,M,M,M,L,M,L,L,L,L,L,M,L,L,M,L,S,S,S,M,S,M,M,L,M,L,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Fatehabad,L,L,M,L,L,L,M,L,M,L,L,M,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,M,M,L,L,M,L,L,L,L,L,L,L,M,M,L,S,S,S,S,S,M,M,L,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Haryana,Gurgaon,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,S,L,S,S,L,M,S,S,M,M,S,L,S,S,M,S,M,M,M,M,L,M,L,L,L,L,L,M,L,L,L,L,S,S,S,M,S,L,M,L,S,L,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Hisar,L,L,L,L,L,L,M,L,M,L,L,L,L,L,M,L,L,M,M,S,L,M,L,S,M,M,S,M,M,S,M,S,S,S,S,M,M,M,L,M,M,L,L,L,L,L,M,L,L,M,L,S,S,S,S,S,M,M,L,S,M,S,L,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Haryana,Jhajjar,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,S,L,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,M,M,L,M,M,L,L,L,L,L,M,L,L,M,L,S,S,S,S,S,M,L,L,M,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Jind,L,L,L,L,L,L,M,L,M,L,L,M,L,L,S,M,L,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,M,M,M,M,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,L,L,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Haryana,Kaithal,L,L,L,L,L,L,M,L,M,L,M,M,L,L,S,S,L,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,M,M,S,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,L,L,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Haryana,Karnal,L,L,L,L,L,L,L,L,M,L,L,S,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,M,S,L,L,M,L,L,L,L,L,L,L,L,L,L,L,M,L,S,S,S,S,S,M,L,L,M,M,M,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Haryana,Kurukshetra,L,L,L,L,L,L,L,L,M,L,M,S,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,M,M,L,L,L,L,L,L,L,L,L,L,L,L,L,L,M,L,S,S,S,S,S,M,L,L,M,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Mahendragarh,L,L,L,L,L,L,M,L,M,L,M,S,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Mewat,M,L,M,L,L,L,M,M,M,L,M,S,L,L,S,S,L,S,M,S,L,S,L,S,M,M,S,S,M,S,M,M,S,S,S,S,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,M,S,S,S,S,M,M,L,S,S,M,L,M,L,S,M,S,S,S,S,M,M,M,S,S,S
Haryana,Palwal,L,L,L,L,L,L,M,L,M,L,M,S,L,L,S,S,L,S,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,M,M,M,M,M,L,L,L,L,M,S,L,M,M,L,S,S,S,S,S,S,L,L,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Haryana,Panchkula,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,S,L,S,M,M,L,S,S,M,M,S,L,S,S,L,L,L,L,L,L,L,M,L,L,L,L,L,M,L,L,M,L,S,S,S,M,S,L,M,L,S,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Panipat,L,L,L,L,L,L,L,L,M,L,L,M,L,L,S,M,L,M,M,S,L,S,M,M,M,M,S,M,M,S,M,M,S,M,S,M,M,M,L,L,M,L,L,L,L,L,L,L,L,M,L,S,S,S,S,S,M,L,L,M,M,M,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Haryana,Rewari,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,S,L,M,L,S,M,M,S,M,M,S,M,S,S,S,S,M,M,M,L,L,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,L,L,M,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Rohtak,L,L,L,L,L,L,L,L,M,L,L,L,L,L,S,M,L,S,M,S,L,S,M,M,M,M,S,M,M,S,M,S,S,S,S,M,L,M,L,L,M,L,L,L,L,L,M,L,L,L,L,S,S,S,S,S,M,M,L,S,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Sirsa,L,L,M,L,L,L,M,L,M,L,L,M,L,L,S,M,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,S,S,S,S,M,L,L,L,L,L,L,L,L,L,L,L,L,M,M,L,S,S,S,S,S,L,M,M,S,S,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Haryana,Sonipat,L,L,L,L,L,L,L,L,M,L,L,M,L,L,S,M,L,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,M,S,M,M,M,L,L,L,L,L,M,L,L,M,L,S,S,S,S,S,M,L,L,M,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Haryana,Yamunanagar,L,L,L,L,L,L,L,L,M,L,M,S,L,L,S,S,L,S,M,S,L,S,M,M,M,M,S,M,M,S,M,M,S,L,M,L,L,M,L,L,L,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,L,L,M,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Bilaspur,L,L,L,L,L,L,L,L,L,M,S,S,L,L,S,S,L,M,M,M,L,M,L,S,L,S,S,L,S,S,L,S,S,M,M,L,L,L,L,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,M,M,S,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Chamba,L,L,L,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,L,L,L,M,S,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Hamirpur,L,L,L,L,L,L,L,L,L,M,S,S,L,L,S,S,L,M,M,M,L,M,L,S,L,S,S,L,S,S,L,S,S,M,M,L,L,L,L,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,M,M,M,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Kangra,L,L,L,L,L,L,L,L,L,M,M,S,L,L,S,S,L,M,M,M,L,S,L,S,L,S,S,L,S,S,L,S,S,M,M,M,L,L,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,M,M,M,M,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Kinnaur,L,S,L,L,S,L,L,S,L,L,M,M,L,M,S,S,M,L,L,M,S,S,L,S,L,S,S,L,S,S,L,S,S,S,S,S,L,L,L,M,M,M,L,L,L,L,L,L,M,M,L,S,S,S,M,M,S,M,M,M,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Kullu,L,L,L,L,L,L,L,L,L,L,M,M,L,L,S,S,M,M,M,M,L,M,L,S,L,S,S,L,S,S,L,S,S,S,S,M,L,L,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,L,M,M,S,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Lahul & Spiti,L,S,L,L,S,L,L,S,L,L,M,S,L,L,S,S,M,M,M,M,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,L,L,L,S,S,S,L,L,L,L,L,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Mandi,L,L,L,L,L,L,L,L,L,M,S,S,L,M,S,S,M,M,M,M,L,S,L,S,L,S,S,L,S,S,L,S,S,M,M,L,L,L,L,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,L,M,M,S,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Shimla,L,L,L,L,L,L,L,L,L,M,S,S,L,M,S,S,M,M,M,M,L,S,L,S,L,S,S,L,S,S,L,S,S,S,S,M,L,L,L,M,M,L,L,L,L,L,M,L,L,L,L,S,S,S,M,M,L,S,S,S,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Sirmaur,L,L,L,L,L,L,L,L,L,L,S,S,L,L,S,S,M,M,M,M,L,M,L,S,L,S,S,M,S,S,L,S,S,M,M,L,L,M,L,M,M,L,L,L,L,M,M,L,L,M,L,S,S,S,S,S,L,S,S,S,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Solan,L,L,L,L,L,L,L,L,L,M,S,S,L,L,S,S,M,M,M,M,L,S,L,S,L,S,S,L,S,S,L,S,S,L,L,L,L,L,L,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,M,M,M,M,M,S,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Himachal Pradesh,Una,L,L,L,L,L,L,L,L,L,M,M,M,L,L,S,M,L,M,M,S,L,S,L,S,L,S,S,L,S,S,L,S,S,L,L,L,L,L,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,S,M,M,M,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Jammu and Kashmir,Anantnag,M,L,M,L,L,L,M,M,M,L,L,S,L,L,S,S,L,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,M,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jammu and Kashmir,Badgam,M,L,M,M,L,M,M,M,M,L,M,S,L,L,S,S,M,S,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jammu and Kashmir,Bandipore,M,M,M,L,L,M,M,M,M,L,M,S,L,L,S,S,M,M,M,S,L,L,L,S,M,M,S,M,M,S,M,S,S,S,S,S,S,S,S,S,S,M,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Jammu and Kashmir,Baramula,M,L,M,L,L,L,M,M,M,L,M,S,L,L,S,S,M,S,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,M,S,L,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Jammu and Kashmir,Doda,M,L,M,L,L,L,M,L,M,L,M,S,L,S,S,S,S,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,L,L,L,L,S,S,L,S,S,L,S,S,S,S,S,M,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Jammu and Kashmir,Ganderbal,M,M,M,L,L,L,M,M,M,L,M,S,L,L,S,S,L,M,M,S,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,M,M,L,M,M,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jammu and Kashmir,Jammu,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,S,M,S,L,S,M,M,M,S,S,M,M,S,L,S,S,L,M,L,M,S,L,L,M,L,L,L,L,M,S,L,M,S,L,S,M,S,S,S,S,M,M,M,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Jammu and Kashmir,Kargil,L,L,L,L,L,L,M,L,M,L,L,S,L,L,S,S,M,M,M,S,S,S,L,S,S,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,S,S,L,L,L,L,L,L,M,M,L,S,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Jammu and Kashmir,Kathua,L,L,L,L,L,L,M,L,M,L,L,S,L,S,S,S,M,S,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,M,M,L,M,M,M,M,M,L,L,L,L,S,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Jammu and Kashmir,Kishtwar,M,L,M,L,L,L,M,L,M,L,M,S,L,S,S,S,S,M,M,S,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,L,S,S,L,M,M,L,S,S,L,S,S,L,S,S,S,S,S,M,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,M,M,S
Jammu and Kashmir,Kulgam,M,L,M,L,L,L,M,M,M,L,M,S,L,L,S,S,M,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,M,S,M,L,M,L,M,M,M,M,M,L,S,S,S,S,S,S,M,M,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Jammu and Kashmir,Kupwara,M,L,M,L,L,L,M,M,M,L,M,S,L,M,S,S,M,S,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,L,L,L,M,M,L,M,M,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Jammu and Kashmir,Leh(Ladakh),L,L,L,L,L,L,M,L,M,L,L,M,L,L,S,S,M,M,L,M,L,S,M,M,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,S,L,L,L,L,L,L,M,M,L,S,S,S,S,S,S,S,S,S,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Jammu and Kashmir,Pulwama,M,L,M,L,L,L,M,M,M,L,M,S,L,L,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,M,M,L,L,L,L,M,M,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jammu and Kashmir,Punch,L,L,M,L,L,L,M,L,M,L,M,S,L,M,S,S,L,M,M,S,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,L,S,S,M,S,S,L,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,M,M,S
Jammu and Kashmir,Rajouri,L,L,M,L,L,L,M,L,M,L,M,S,L,M,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,L,S,S,L,S,S,L,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,L,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jammu and Kashmir,Ramban,M,L,M,L,L,L,M,L,M,L,M,S,L,M,S,S,S,S,M,S,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,L,S,S,L,M,M,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,M,M,S
Jammu and Kashmir,Reasi,M,L,M,L,L,M,M,L,M,L,M,S,L,M,S,S,S,M,M,M,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,L,S,S,L,S,S,L,M,M,L,S,S,L,S,S,L,S,S,S,S,S,M,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,M,S
Jammu and Kashmir,Samba,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,L,S,M,S,L,S,L,S,L,S,S,M,S,S,L,S,S,L,L,L,M,M,M,L,M,L,L,L,L,S,S,L,M,S,L,S,M,S,S,S,S,M,M,L,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Jammu and Kashmir,Shupiyan,M,L,M,L,L,L,M,L,M,L,M,S,L,M,S,S,M,S,M,S,L,M,L,S,M,S,S,M,S,S,M,M,S,S,S,S,S,S,L,M,M,L,L,L,L,M,M,L,L,L,L,S,S,S,S,S,M,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Jammu and Kashmir,Srinagar,L,L,M,L,L,M,M,M,M,L,L,S,L,L,S,S,M,S,M,S,L,S,S,L,L,S,S,M,M,S,L,S,S,S,S,S,L,M,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,M,S,M,M,M,M,L,M,L,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Jammu and Kashmir,Udhampur,L,L,M,L,L,L,M,L,M,L,M,M,L,L,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,L,M,S,L,S,S,L,L,L,L,S,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
